Time,EcoregionName,EcoregionIndex,TAP,MAT,BeginGrow,EndGrow,PDSI,
1895, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1896, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1897, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1898, MN100, 0, 77.83, 13.16, 81, 298, -0.16805376241021, 
1899, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1900, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1901, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1902, MN100, 0, 77.83, 13.16, 81, 300, -0.16805376241021, 
1903, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1904, MN100, 0, 77.83, 13.16, 81, 300, -0.16805376241021, 
1905, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1906, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1907, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1908, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1909, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1910, MN100, 0, 77.83, 13.16, 81, 298, -0.16805376241021, 
1911, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1912, MN100, 0, 77.83, 13.16, 81, 298, -0.16805376241021, 
1913, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1914, MN100, 0, 77.83, 13.16, 81, 300, -0.16805376241021, 
1915, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1916, MN100, 0, 77.83, 13.16, 81, 298, -0.16805376241021, 
1917, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1918, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1919, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1920, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1921, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1922, MN100, 0, 77.83, 13.16, 81, 298, -0.16805376241021, 
1923, MN100, 0, 77.83, 13.16, 81, 298, -0.16805376241021, 
1924, MN100, 0, 77.83, 13.16, 81, 298, -0.16805376241021, 
1925, MN100, 0, 77.83, 13.16, 81, 300, -0.16805376241021, 
1926, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1927, MN100, 0, 77.83, 13.16, 81, 300, -0.16805376241021, 
1928, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1929, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1930, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1931, MN100, 0, 77.83, 13.16, 81, 300, -0.16805376241021, 
1932, MN100, 0, 77.83, 13.16, 81, 300, -0.16805376241021, 
1933, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1934, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1935, MN100, 0, 77.83, 13.16, 81, 298, -0.16805376241021, 
1936, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1937, MN100, 0, 77.83, 13.16, 81, 300, -0.16805376241021, 
1938, MN100, 0, 77.83, 13.16, 81, 298, -0.16805376241021, 
1939, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1940, MN100, 0, 77.83, 13.16, 81, 300, -0.16805376241021, 
1941, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1942, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1943, MN100, 0, 77.83, 13.16, 81, 299, -0.16805376241021, 
1944, MN100, 0, 77.83, 13.16, 81, 298, -0.16805376241021, 
